date,numbers,fetched_at
07/10/13 to 12/10/13,"1,8,9,8,1,1,5,5,1,5,7,3,2,6,7,9,3,4,5,2,1,1,3,7,1,2,3,6,9,2,7,0,4,9,0,3,9,2,3,4,1,7,7,5,7,3,4,0",2026-09-18 18:18:53
14/10/13 to 19/10/13,"3,6,9,8,8,3,7,8,1,3,8,2,3,6,8,9,1,3,6,0,5,1,5,9,6,7,9,2,2,1,5,6,1,2,9,2,6,3,4,9,2,7,9,8,4,4,5,5",2026-09-18 18:18:53
21/10/13 to 27/10/13,"7,8,8,3,9,3,5,6,6,7,0,3,7,3,6,8,8,9,0,7,1,3,9,9,1,5,0,6,3,2,5,6,1,7,8,6,1,6,7,8,2,3,6,1,4,1,1,2",2026-09-18 18:18:53
28/10/13 to 02/11/13,"6,6,0,2,0,5,6,9,5,5,9,9,5,3,4,8,5,8,0,3,9,5,6,8,1,2,6,9,1,3,8,0",2026-09-18 18:18:53
11/11/13 to 16/11/13,"8,9,0,7,2,3,9,0,2,9,0,1,2,1,3,8,8,8,0,6,3,2,5,6,1,5,6,2,1,1,2,8,1,3,9,3,7,1,6,0,2,4,6,2,4,4,5,5",2026-09-18 18:18:53
18/11/13 to 23/11/13,"6,0,0,6,5,3,5,7,1,4,0,5,1,2,9,0,1,2,6,9,3,2,3,8,6,8,9,3,8,1,2,5,1,2,8,1,9,3,6,0,2,3,0,5,9,1,8,0",2026-09-18 18:18:53
25/11/13 to 30/11/13,"2,6,6,4,7,1,8,8,1,7,8,6,7,8,9,0,7,7,8,2,0,1,9,0,1,4,5,0,9,2,3,4,1,6,9,6,1,1,3,7,2,5,6,3,8,1,8,9",2026-09-18 18:18:53
02/12/13 to 07/12/13,"7,0,0,7,8,4,6,8,1,7,7,5,4,1,4,9,2,3,0,5,1,5,6,0,3,8,0,1,7,1,2,4,6,0,0,6,0,1,2,7,2,6,9,7,5,1,6,8",2026-09-18 18:18:53
09/12/13 to 14/12/13,"4,7,9,0,6,2,5,9,7,8,9,4,4,2,2,0,8,9,0,7,5,1,6,8,2,6,0,8,8,1,8,9,6,9,0,5,1,1,4,6,3,4,6,3,8,2,7,9",2026-09-18 18:18:53
16/12/13 to 21/12/13,"1,3,0,0,3,3,0,0,4,6,0,0,6,2,4,0,1,3,4,8,4,7,7,0,5,6,8,9,8,3,6,9,4,7,0,1,9,5,5,9,4,7,8,9,5,2,6,7",2026-09-18 18:18:53
23/12/13 to 28/12/13,"2,2,3,7,0,1,3,6,1,8,9,8,9,9,0,0,2,4,7,3,8,3,7,8,5,8,8,1,9,2,3,4,4,8,9,1,3,1,3,9,6,9,9,4,7,3,5,9",2026-09-18 18:18:53
30/12/13 to 04/01/14,"1,2,2,5,3,6,8,9,7,7,8,2,2,3,4,5,1,9,0,0,8,4,6,8,3,4,9,6,4,6,9,9,1,8,9,8,5,3,5,7,1,4,9,4,7,2,7,8",2026-09-18 18:18:53
06/01/14 to 11/01/14,"6,7,0,3,1,1,4,6,5,8,9,2,1,2,2,7,6,9,9,4,8,2,7,9,1,1,3,5,8,1,3,4,4,7,9,0,9,3,7,9,5,6,7,8,2,1,1,0",2026-09-18 18:18:53
13/01/14 to 18/01/14,"4,8,9,1,8,1,7,0,4,4,6,4,6,7,9,0,6,8,0,4,9,1,2,6,1,2,4,7,6,1,6,9,3,9,0,2,7,1,7,9",2026-09-18 18:18:53
20/01/14 to 25/01/14,"3,3,7,3,0,5,7,8,1,4,9,4,9,1,8,0,1,1,2,4,2,1,4,7,5,7,8,0,2,6,7,9,4,7,8,9,0,1,9,0,1,5,7,3,6,4,4,8",2026-09-18 18:18:53
27/01/14 to 01/02/14,"4,6,0,0,7,2,6,7,2,2,8,2,8,3,5,0,1,7,0,8,3,1,3,9,2,3,7,2,0,5,7,8,5,9,9,3,2,3,9,0,8,9,0,7,0,2,9,9",2026-09-18 18:18:53
03/02/14 to 08/02/14,"1,2,5,8,9,6,6,7,5,7,0,2,9,3,7,9,2,7,0,9,6,1,7,8,2,4,7,3,4,1,4,9,5,6,0,1,4,2,5,7,3,6,7,6,1,2,3,6",2026-09-18 18:18:53
10/02/14 to 15/02/14,"2,4,6,2,6,3,5,8,6,9,9,4,3,6,8,9,3,8,0,1,0,2,4,4,2,4,8,4,1,1,2,8,3,3,6,2,9,4,6,9,2,4,5,1,3,2,4,7",2026-09-18 18:18:53
17/02/14 to 22/02/14,"6,8,0,4,6,6,0,0,3,6,0,9,8,2,7,9,2,2,9,3,9,2,3,4,5,6,8,9,3,1,5,7,1,6,8,5,1,5,6,0,4,6,9,9,7,1,1,5",2026-09-18 18:18:53
24/02/14 to 01/03/14,"5,9,0,4,7,4,5,8,5,5,8,8,9,3,7,9,1,1,9,1,6,1,7,8,2,8,9,9,0,4,8,8,2,6,7,5,3,1,2,0,2,3,4,9,3,6,8,9",2026-09-18 18:18:53
03/03/14 to 08/03/14,"3,4,9,6,9,1,8,0,1,3,8,2,5,1,6,8,3,4,6,3,9,5,6,8,1,1,6,8,2,6,7,9,2,4,6,2,7,1,8,8,4,5,7,6,0,6,6,8",2026-09-18 18:18:53
10/03/14 to 15/03/14,"2,3,6,1,6,1,7,8,1,4,6,1,9,2,7,0,4,4,9,7,6,1,7,8,7,9,0,6,8,4,5,9,1,1,0,2,6,1,6,9,4,8,9,1,4,4,4,6",2026-09-18 18:18:53
17/03/14 to 22/03/14,"4,9,0,3,9,4,6,9,2,5,6,3,1,1,4,6,1,8,9,8,6,1,6,9,2,3,6,1,1,3,8,0,1,2,5,8,4,1,5,8",2026-09-18 18:18:53
24/03/14 to 29/03/14,"8,8,9,5,3,1,4,8,1,5,7,3,0,5,7,8,2,4,8,4,3,6,7,0,3,6,9,8,8,4,6,8,7,9,9,5,2,1,5,6",2026-09-18 18:18:53
31/03/14 to 05/04/14,"5,6,0,1,6,4,4,8,2,3,0,5,9,1,8,0,3,7,9,9,5,1,6,8,1,2,9,2,9,2,7,0,2,2,6,0,7,1,2,4,2,4,6,2,9,2,8,9",2026-09-18 18:18:53
07/04/14 to 12/04/14,"1,6,7,4,3,2,4,7,4,8,8,0,2,1,3,8,1,7,0,8,0,1,9,0,2,3,7,2,3,1,4,8,4,6,8,8,8,1,2,5,5,5,6,6,5,7,8,0",2026-09-18 18:18:53
14/04/14 to 19/04/14,"5,7,7,9,2,4,8,0,2,8,0,0,0,3,8,9,1,4,9,4,6,4,4,8,7,8,9,4,7,4,5,8,2,9,0,1,4,1,5,8,2,7,8,7,5,2,6,7",2026-09-18 18:18:53
21/04/14 to 26/04/14,"2,3,4,9,7,4,5,8,6,8,0,4,1,1,4,6,1,3,8,2,6,1,2,3,1,2,7,0,3,2,2,9,5,5,9,9,8,5,6,7,3,8,0,1,9,5,6,8",2026-09-18 18:18:53
28/04/14 to 02/04/14,"1,7,7,5,6,1,7,8,5,6,8,9,7,1,2,4,6,8,0,4,0,1,1,8,1,4,6,1,9,2,7,0,2,7,8,7,3,4,4,5,2,6,0,8,7,3,6,8",2026-09-18 18:18:53
05/05/14 to 10/05/14,"2,3,0,5,9,1,8,0,9,9,0,8,5,2,6,7,1,2,7,0,6,4,5,7,4,5,5,4,8,3,7,8,2,7,0,9,0,1,3,6,3,4,4,1,4,3,5,6",2026-09-18 18:18:53
12/05/14 to 17/04/14,"7,9,0,6,1,4,7,0,1,9,0,0,2,1,2,9,2,4,5,1,0,6,7,7,1,2,8,1,8,1,2,5,5,6,7,8,3,7,7,9,5,7,0,2,8,1,8,9",2026-09-18 18:18:53
19/05/14 to 24/05/14,"4,5,8,7,0,1,2,7,2,6,9,7,2,1,4,7,3,5,5,3,8,4,6,8,2,5,6,3,7,3,5,9,1,2,8,1,7,2,7,8,4,4,8,6,3,1,2,0",2026-09-18 18:18:53
26/05/14 to 30/06/14,"2,4,7,3,4,3,4,7,1,4,7,2,6,6,0,0,4,4,6,4,3,6,8,9,1,7,0,8,1,3,8,0,1,1,2,4,0,1,9,0,1,6,7,4,3,2,5,6",2026-09-18 18:18:53
02/06/14 to 07/06/14,"1,5,7,3,0,4,7,9,2,2,5,9,9,3,7,9,1,7,9,7,5,1,5,9,2,3,7,2,9,1,3,5,8,0,0,8,8,4,6,8,3,9,9,1,1,2,9,0",2026-09-18 18:18:53
09/06/14 to 14/06/14,"2,4,6,2,4,1,5,8,5,6,8,9,8,1,3,4,1,8,8,7,2,3,4,5,2,4,9,5,0,2,4,4,7,8,0,5,8,5,5,8,6,8,8,2,5,4,5,6",2026-09-18 18:18:53
16/06/14 to 21/06/14,"5,7,8,0,1,2,9,0,1,4,5,0,1,2,4,5,1,3,3,7,6,7,9,0,3,5,5,3,8,1,1,6,1,3,9,3,7,4,5,8,5,6,8,9,8,4,5,9",2026-09-18 18:18:53
23/06/14 to 28/06/14,"6,7,9,2,5,6,9,0,1,8,0,9,1,5,6,0,1,4,5,0,3,5,8,0,2,3,4,9,8,2,6,0,2,4,4,0,3,2,5,6,2,7,7,6,9,4,7,8",2026-09-18 18:18:53
30/06/14 to 05/07/14,"2,5,0,7,1,1,1,9,5,6,9,0,1,5,7,9,5,6,7,8,2,3,3,6,1,2,5,8,9,3,7,9,5,8,8,1,5,2,3,0,1,4,0,5,7,4,5,8",2026-09-18 18:18:53
07/07/14 to 12/07/14,"2,8,0,0,4,5,9,0,2,6,0,8,6,2,4,0,2,5,7,4,3,5,8,0,2,3,9,4,4,3,4,7,3,8,0,1,6,1,2,3,1,3,3,7,1,1,4,6",2026-09-18 18:18:53
14/07/14 to 19/07/14,"9,0,0,9,8,1,3,4,6,8,0,4,6,1,6,9,4,8,9,1,5,2,4,9,3,4,9,6,2,4,8,0,1,5,0,6,0,2,3,5,3,6,7,6,0,1,3,6",2026-09-18 18:18:53
21/07/14 to 26/07/14,"4,4,9,7,1,1,4,6,5,6,0,1,1,2,3,6,2,9,9,0,5,1,5,9,4,6,7,7,0,1,9,0,1,2,3,6,4,2,2,0,1,3,9,3,3,2,2,9",2026-09-18 18:18:53
28/07/14 to 02/08/14,"8,9,9,6,1,5,6,0,5,8,9,2,8,5,6,7,2,6,8,6,0,6,6,8,1,2,5,8,1,2,3,6,3,7,7,7,5,6,9,0",2026-09-18 18:18:53
04/08/14 to 09/08/14,"1,7,8,6,4,3,3,8,7,8,0,5,0,1,3,6,1,2,4,7,8,8,0,0,1,5,9,5,1,5,6,0,5,6,9,0,5,1,6,8,4,7,0,1,4,3,5,6",2026-09-18 18:18:53
11/08/14 to 16/08/14,"3,8,0,1,2,3,9,0,6,6,7,9,1,1,2,8,4,6,9,9,2,2,2,8,3,6,9,8,4,7,8,9,5,8,8,1,6,1,7,8",2026-09-18 18:18:53
18/08/14 to 23/08/14,"1,8,9,8,0,4,6,0,7,7,8,2,0,5,7,8,1,2,7,0,1,3,9,9,3,4,7,4,1,1,4,6,3,7,0,0,8,1,7,0,4,5,6,5,9,4,6,9",2026-09-18 18:18:53
25/08/14 to 30/08/14,"2,6,0,8,2,5,7,0,4,8,0,2,1,1,1,9,4,6,7,7,7,1,6,0,1,6,8,5,8,1,2,5,4,7,9,0,0,6,6,8",2026-09-18 18:18:53
01/09/14 to 06/09/14,"1,1,5,7,5,4,5,6,3,6,7,6,7,1,7,9,1,5,5,1,8,2,3,3,3,4,5,2,2,2,3,7,3,7,8,8,9,4,5,0,1,1,8,0,7,3,5,9",2026-09-18 18:18:53
08/09/14 to 13/09/14,"6,9,0,5,7,1,2,4,1,7,9,7,6,1,5,0,5,7,5,0,5,3,6,6,7,7,8,2,3,1,4,8,5,8,0,3,2,2,2,8,3,4,7,4,1,2,2,7",2026-09-18 18:18:53
15/09/14 to 20/09/14,"8,9,0,7,2,1,5,6,1,2,9,2,5,8,8,9,1,3,5,9,3,6,7,0,1,2,7,0,6,3,5,8,3,9,0,2,8,3,7,8,6,8,0,4,4,2,3,9",2026-09-18 18:18:53
22/09/14 to 27/09/14,"1,6,9,6,8,5,6,7,1,7,0,8,3,7,7,9,2,3,5,0,0,5,7,8,8,0,0,8,3,3,4,6,1,6,0,7,9,3,6,0,2,5,9,6,7,2,5,0",2026-09-18 18:18:53
29/09/14 to 04/10/14,"2,7,9,8,7,3,4,0,6,7,8,1,2,1,3,8,2,6,0,8,8,1,2,5,2,2,8,2,5,2,6,7,1,8,9,8,1,2,4,5,1,5,6,2,6,7,9,0",2026-09-18 18:18:53
06/10/14 to 11/10/14,"4,7,9,0,4,1,6,7,8,9,0,7,6,1,7,8,4,9,0,3,5,6,9,0,2,6,7,5,1,1,5,5,4,4,9,7,2,1,4,7,1,3,8,2,9,5,5,9",2026-09-18 18:18:53
13/10/14 to 18/10/14,"2,4,7,3,7,1,6,0,3,6,7,6,4,7,8,9,2,4,6,2,7,1,3,3,1,6,7,4,6,1,1,4,4,7,8,9,2,1,2,9",2026-09-18 18:18:53
27/10/14 to 01/11/14,"5,7,0,2,9,1,8,0,4,6,8,8,9,4,5,0,3,3,4,0,7,4,6,7,3,4,4,1,9,1,2,6,5,7,9,1,3,5,8,0",2026-09-18 18:18:53
03/11/14 to 08/11/14,"1,6,6,3,3,2,5,6,4,8,0,2,6,7,9,0,1,8,9,8,5,6,9,0,3,9,0,2,7,5,5,7,1,2,8,1,4,5,9,0,2,3,8,3,3,1,3,9",2026-09-18 18:18:53
10/11/14 to 15/11/14,"5,6,9,0,2,1,5,6,2,2,5,9,9,2,7,0,5,7,9,1,3,4,9,0,2,3,0,5,1,3,8,0,2,9,0,1,4,6,9,9,7,8,9,4,3,1,2,0",2026-09-18 18:18:53
17/11/14 to 22/11/14,"4,7,9,0,6,2,4,0,5,5,8,8,7,1,2,4,5,7,8,0,8,1,8,9,1,3,0,4,5,4,4,7,1,5,6,2,8,5,6,7,1,3,4,8,7,4,6,7",2026-09-18 18:18:53
24/11/14 to 29/11/14,"5,7,9,1,4,6,8,0,1,2,7,0,9,3,6,0,1,1,6,8,9,4,7,8,2,2,6,0,2,5,8,9,1,4,9,4,1,2,3,6,1,3,0,4,7,4,5,8",2026-09-18 18:18:53
01/12/14 to 06/12/14,"1,6,8,5,3,4,9,0,1,8,0,9,9,1,4,4,1,3,4,8,1,1,5,5,5,6,0,1,0,6,7,7,2,4,5,1,5,1,5,9,3,7,9,9,9,4,7,8",2026-09-18 18:18:53
08/12/14 to 13/12/14,"1,4,8,3,4,2,4,8,1,6,7,4,5,2,4,9,1,2,0,3,2,1,4,7,3,3,6,2,3,2,3,8,5,7,9,1,7,1,3,3,3,6,8,7,4,4,5,5",2026-09-18 18:18:53
15/12/14 to 20/12/14,"6,7,0,3,6,2,5,9,1,3,0,4,2,2,4,2,2,2,4,8,0,4,7,9,3,4,9,6,9,4,7,8,3,7,9,9,5,2,3,0,3,6,0,9,1,5,7,9",2026-09-18 18:18:53
22/12/14 to 27/12/14,"1,6,0,7,8,4,7,7,1,3,6,0,5,2,6,7,3,3,4,0,1,2,9,0,2,7,9,8,8,3,7,8,2,7,0,9,5,3,4,8,5,5,0,0,3,1,2,0",2026-09-18 18:18:53
29/12/14 to 03/01/15,"1,2,3,6,8,1,3,4,2,6,9,7,2,6,6,0,2,2,7,1,8,4,5,9,3,4,0,7,7,5,5,7,3,7,9,9,9,2,7,0,2,9,0,1,6,2,5,9",2026-09-18 18:18:53
05/01/15 to 10/01/15,"6,7,8,1,3,6,8,9,2,3,8,3,1,2,3,6,1,9,9,9,7,1,2,4,2,4,7,3,9,9,0,0,5,5,0,0,8,3,6,9,7,8,9,4,9,4,6,9",2026-09-18 18:18:53
12/01/15 to 17/01/15,"4,6,8,8,4,3,5,6,5,6,6,7,7,1,6,0,5,6,8,9,3,6,7,0,3,6,0,9,7,2,5,0,6,8,8,2,1,6,7,8",2026-09-18 18:18:53
19/01/15 to 24/01/15,"4,6,0,0,3,6,8,9,1,8,0,9,0,5,6,9,3,5,9,7,0,2,8,0,6,6,9,1,6,1,2,3,1,4,5,0,4,5,9,0,4,7,9,0,2,1,5,6",2026-09-18 18:18:53
26/01/15 to 31/01/15,"2,7,9,8,5,5,0,0,1,8,0,9,8,5,6,7,6,8,8,2,9,4,7,8,1,3,8,2,3,1,3,9,4,6,0,0,0,2,3,5",2026-09-18 18:18:53
02/02/15 to 07/02/15,"5,8,0,3,4,7,7,0,1,1,6,8,8,1,7,0,2,8,0,0,5,1,5,9,4,4,9,7,3,1,5,7,4,8,8,0,1,3,8,0,7,9,0,6,1,1,4,6",2026-09-18 18:18:53
09/02/15 to 14/02/15,"1,4,8,3,3,2,4,7,5,7,8,0,8,4,5,9,1,2,7,0,4,2,3,9,3,5,8,6,0,2,4,4,6,8,8,2,9,3,7,9,3,8,0,1,9,5,7,7",2026-09-18 18:18:53
16/02/15 to 21/02/15,"1,2,5,8,8,3,7,8,6,8,0,4,4,3,5,6,5,7,0,2,9,4,7,8,1,2,9,2,8,2,6,0,7,0,0,7,1,1,2,8,1,6,9,6,3,2,2,9",2026-09-18 18:18:53
23/02/15 to 28/02/15,"5,6,8,9,3,6,7,0,6,7,8,1,2,3,3,6,4,8,9,1,7,1,6,0,7,7,0,4,5,2,4,9,5,8,0,3,4,1,6,7,4,9,0,3,0,5,7,8",2026-09-18 18:18:53
02/03/15 to 07/03/15,"8,8,9,5,0,4,6,0,3,4,7,4,1,1,4,6,1,2,9,2,9,1,1,7,3,4,0,7,0,1,9,0,1,7,8,6,5,6,9,0",2026-09-18 18:18:53
09/03/15 to 14/03/15,"6,6,9,1,5,2,5,8,1,4,9,4,2,1,3,8,3,8,8,9,8,5,6,7,2,6,7,5,2,4,8,0",2026-09-18 18:18:53
16/03/15 to 21/03/15,"2,3,4,9,1,2,9,0,1,1,4,6,2,3,4,5,1,1,8,0,9,1,2,6,1,2,7,0,8,3,6,9,2,8,8,8,3,1,4,8,8,8,0,6,6,1,7,8",2026-09-18 18:18:53
23/03/15 to 28/03/15,"1,4,9,4,0,4,6,0,1,5,6,2,6,4,5,7,5,8,9,2,1,2,3,6,1,7,0,8,4,1,6,7,1,2,5,8,5,1,2,2",2026-09-18 18:18:53
30/03/15 to 04/04/15,"6,7,0,3,3,1,4,8,5,7,8,0,9,3,7,9,4,5,8,7,9,1,8,0,4,6,0,0,6,1,5,0,5,6,7,8,1,3,4,4,2,5,0,7,0,5,6,9",2026-09-18 18:18:53
06/04/15 to 11/04/15,"6,7,9,2,4,2,5,7,1,4,7,2,1,1,0,0,1,1,8,0,5,2,6,7,2,6,6,4,6,2,5,9,1,4,5,0,2,5,7,0,1,5,6,2,6,3,3,0",2026-09-18 18:18:53
13/04/15 to 18/04/15,"5,6,6,7,0,5,7,8,5,9,0,4,0,5,6,9,3,4,5,2,8,2,7,9,2,4,0,6,2,3,3,6,6,9,0,5,1,3,9,9,4,7,0,1,1,2,9,0",2026-09-18 18:18:53
20/04/15 to 25/04/15,"5,9,9,3,1,1,3,7,3,5,7,5,0,1,2,7,1,5,7,3,9,3,7,9,4,5,7,6,7,4,6,7,5,6,0,1,1,1,2,8,4,5,8,7,6,1,1,4",2026-09-18 18:18:53
27/04/15 to 02/05/15,"2,6,9,7,0,4,7,9,2,8,0,0,4,2,3,9,4,5,5,4,8,5,6,7,1,5,9,5,5,4,5,6,6,8,0,4,3,3,0,0,4,0,0,4,7,5,5,7",2026-09-18 18:18:53
04/05/15 to 09/05/15,"1,7,8,6,1,1,2,8,2,3,4,9,8,4,4,0,6,7,9,2,8,2,7,9,5,9,0,4,3,2,2,9,7,8,9,4,5,4,5,6,1,2,7,0,0,2,8,0",2026-09-18 18:18:53
11/05/15 to 16/05/15,"1,5,7,3,4,2,4,8,2,9,0,1,9,1,4,4,5,5,7,7,1,3,8,0,2,5,0,7,1,1,2,8,6,6,0,2,3,1,4,8,1,1,5,7,9,1,3,5",2026-09-18 18:18:53
18/05/15 to 23/05/15,"2,5,9,6,1,6,7,8,6,8,9,3,2,3,3,6,1,8,9,8,9,3,6,0,1,7,9,7,1,2,3,6,2,4,5,1,2,5,8,9,1,1,0,2,0,1,9,0",2026-09-18 18:18:53
25/05/15 to 30/05/15,"3,7,9,9,4,5,9,0,1,4,7,2,2,3,9,0,5,7,0,2,0,4,7,9,6,0,0,6,4,3,5,6,1,5,8,4,0,2,9,9,6,8,0,4,2,5,8,9",2026-09-18 18:18:53
01/06/15 to 06/06/15,"4,9,9,2,5,3,5,7,3,4,9,6,4,4,6,6,3,8,9,0,8,2,7,9,3,6,9,8,3,7,8,8,1,2,4,7,2,2,2,8,6,7,9,2,1,2,4,5",2026-09-18 18:18:53
08/06/15 to 13/06/15,"4,6,6,6,0,1,2,7,5,6,9,0,5,1,7,7,1,1,8,0,0,2,8,0,1,6,6,3,8,3,6,9,4,8,0,2,6,2,4,0,1,6,8,5,2,7,7,8",2026-09-18 18:18:53
15/06/15 to 20/06/15,"5,7,9,1,6,3,4,9,2,3,6,1,8,1,8,9,2,2,6,0,9,2,8,9,1,7,8,6,1,1,3,7,6,0,0,6,9,2,7,0,1,4,9,4,4,2,3,9",2026-09-18 18:18:53
22/06/15 to 27/06/15,"1,6,8,5,4,3,5,6,1,4,7,2,1,4,7,0,5,6,6,7,2,1,1,0,5,9,0,4,8,3,6,9,5,6,8,9,7,3,5,9,1,6,8,5,5,7,8,0",2026-09-18 18:18:53
29/06/15 to 04/07/15,"1,6,9,6,6,2,6,8,3,5,8,6,0,3,3,4,1,4,7,2,5,5,0,0,6,6,9,1,4,1,4,9,3,5,6,4,8,2,2,4,1,5,6,2,9,2,7,0",2026-09-18 18:18:53
06/07/15 to 11/07/15,"1,2,8,1,1,1,3,7,4,0,0,4,0,4,6,0,8,8,9,5,4,3,5,6,6,7,9,2,2,1,2,9,1,2,5,8,1,5,7,9,6,6,9,1,1,5,6,0",2026-09-18 18:18:53
13/07/15 to 18/07/15,"2,7,8,7,8,4,7,7,3,6,0,9,7,1,2,4,1,3,4,8,0,4,6,0,4,6,9,9,3,1,6,6,5,6,8,9,7,1,6,0",2026-09-18 18:18:53
20/07/15 to 25/07/15,"4,7,9,0,1,2,3,6,1,2,2,5,8,2,6,0,1,3,9,3,1,2,4,5,2,9,0,1,3,1,2,0,2,5,0,7,3,4,9,0,2,2,5,9,7,4,5,8",2026-09-18 18:18:53
