date,numbers,fetched_at
04/02/13 to 09/02/13,"3,4,4,1,9,3,7,9,1,4,7,2,3,7,8,8,7,7,9,3,5,2,6,7,7,8,8,3,1,3,9,9,2,2,6,0,9,1,9,9,1,3,4,8,3,4,9,0",2026-09-18 13:49:39
11/02/13 to 16/02/13,"3,6,8,7,9,3,7,9,2,3,7,2,2,3,3,6,5,5,7,7,9,4,5,0,5,8,0,3,9,2,8,9,2,3,0,5,3,2,5,6,3,5,9,7,7,2,6,9",2026-09-18 13:49:39
18/02/13 to 23/02/13,"3,4,9,6,7,2,7,8,2,8,9,9,9,2,8,9,1,6,6,3,5,2,6,7,2,3,6,1,4,6,8,0,4,6,0,0,3,1,3,9,2,6,7,5,2,1,4,7",2026-09-18 13:49:39
25/02/13 to 02/03/13,"8,8,9,5,3,1,2,0,4,8,0,2,0,4,7,9,5,9,0,4,1,6,7,8,1,2,2,5,8,1,3,4,1,6,8,5,0,4,6,0,6,7,8,1,1,1,2,8",2026-09-18 13:49:39
04/03/13 to 09/03/13,"3,4,6,3,8,2,6,0,7,7,8,2,2,3,3,6,6,0,0,6,8,2,6,0,2,3,7,2,6,8,9,9,3,9,0,2,2,6,7,9,5,7,0,2,3,2,4,7",2026-09-18 13:49:39
11/03/13 to 16/03/13,"1,5,7,3,6,2,4,0,2,3,0,5,1,1,3,7,2,3,4,9,2,2,4,6,1,3,0,4,8,1,8,9,7,8,0,5,4,1,6,7,4,6,8,8,2,2,5,5",2026-09-18 13:49:39
18/03/13 to 24/03/13,"1,2,8,1,6,6,0,0,1,6,7,4,1,2,9,0,7,8,9,4,1,2,3,6,2,4,8,4,5,4,5,6,4,8,9,1,0,1,4,5,2,6,9,7,0,4,6,0",2026-09-18 13:49:39
25/03/13 to 30/03/13,"5,6,9,0,3,5,8,0,4,8,9,1,5,2,5,8,1,6,0,7,9,4,6,9,1,7,8,6,3,2,2,9,4,0,0,4,3,2,4,7",2026-09-18 13:49:39
01/04/13 to 06/04/13,"3,7,9,9,0,6,6,8,1,6,7,4,0,2,3,5,1,7,9,7,7,3,6,8,3,4,8,5,2,2,3,7,3,4,5,2,2,1,2,9,3,4,5,2,6,3,4,9",2026-09-18 13:49:39
08/04/13 to 13/04/13,"2,7,0,9,6,3,4,9,2,3,7,2,2,5,7,0,8,8,8,4,9,2,2,5,1,5,6,2,4,4,4,6,2,4,6,2,1,7,7,7,2,3,0,5,0,5,6,9",2026-09-18 13:49:39
15/04/13 to 20/04/13,"3,4,5,2,1,5,6,0,1,7,0,8,1,1,3,7,2,6,0,8,7,2,7,8,1,5,9,5,0,6,6,8,3,5,8,6,3,1,4,8,1,6,8,5,6,1,7,8",2026-09-18 13:49:39
22/04/13 to 27/04/13,"2,3,4,9,2,3,9,4,5,3,4,8,2,6,6,4,5,1,2,2,7,9,9,5,8,1,8,8,2,7,0,9,2,4,8,0,4,9,0,3,9,4,5,0",2026-09-18 13:49:39
29/04/13 to 04/05/13,"1,2,7,0,0,1,9,0,3,4,7,4,5,7,9,9,3,7,8,8,1,3,3,5,1,3,4,8,9,1,8,0,4,5,7,6,2,2,2,8,1,8,0,9,7,3,4,0",2026-09-18 13:49:39
06/05/13 to 11/05/13,"2,2,8,2,2,1,5,6,1,2,7,0,0,1,3,6,2,7,0,9,8,9,9,0,4,7,7,8,4,4,5,5,5,6,9,0,6,5,5,6,2,3,9,4,9,1,9,9",2026-09-18 13:49:39
13/05/13 to 18/05/13,"4,8,9,1,5,3,6,6,3,3,5,1,7,5,5,7,2,4,0,6,8,2,7,9,3,8,9,0,5,7,9,9,4,7,9,0,9,2,3,4,4,9,0,3,1,5,7,9",2026-09-18 13:49:39
20/05/13 to 25/05/13,"1,1,6,8,7,7,0,0,6,6,7,9,5,7,8,0,3,3,6,2,1,5,8,8,2,5,9,6,5,4,4,7,3,4,8,5,2,3,9,0,3,6,9,8,8,2,7,9",2026-09-18 13:49:39
27/05/13 to 01/06/13,"3,7,0,0,6,4,5,7,4,5,6,5,1,3,3,5,4,7,9,0,0,4,7,9,1,7,0,8,4,1,3,0,3,4,6,3,2,1,2,9,1,2,2,5,1,2,9,0",2026-09-18 13:49:39
03/06/13 to 08/06/13,"8,9,9,6,9,5,7,7,2,4,8,4,7,1,6,0,1,2,5,8,3,3,3,5,4,6,9,9,0,4,7,9,5,7,9,1,6,3,4,9,1,3,6,0,2,5,8,9",2026-09-18 13:49:39
10/06/13 to 15/06/13,"1,3,7,1,9,4,7,8,5,7,7,9,8,5,5,8,2,2,8,8,3,5,8,0,1,5,8,4,9,4,5,0,4,0,0,4,7,3,4,0,2,6,8,6,9,2,7,0",2026-09-18 13:49:39
17/06/13 to 21/06/21,"2,4,0,6,0,5,7,8,7,8,0,5,7,1,7,9,7,8,9,4,2,1,4,7,1,8,0,9,1,1,0,0,1,6,0,7,3,1,5,7,2,2,8,2,1,2,4,5",2026-09-18 13:49:39
24/06/13 to 29/06/13,"5,7,9,1,9,1,9,9,2,6,6,4,7,4,6,7,2,7,9,8,5,1,5,9,1,7,9,7,5,1,6,8,2,2,9,3,3,2,4,7,3,4,4,1,7,1,7,9",2026-09-18 13:49:39
01/07/13 to 06/07/13,"3,7,8,8,3,1,4,8,8,8,0,6,1,5,7,9,3,3,9,5,5,3,4,8,1,2,9,9,7,4,4,9,2,4,8,4,3,4,4,5,7,9,0,6,6,3,6,7",2026-09-18 13:49:39
08/07/13 tbr/tdo 13/07/13,"5,6,7,8,3,4,9,0,5,7,9,1,4,5,9,0,3,4,8,5,4,4,3,0,2,4,0,6,2,1,3,8,1,3,7,1,2,6,6,0,1,5,5,1,9,9,0,0",2026-09-18 13:49:39
15/07/13 to xx/xx/xx,"1,2,7,0,3,2,5,6,3,6,8,7,9,2,3,4,8,9,0,7,0,4,6,0,5,9,0,4,5,2,3,0,3,4,9,6,9,2,8,9,5,7,8,0,7,2,6,9",2026-09-18 13:49:39
22/07/13 to 27/07/13,"2,7,9,8,3,1,3,9,5,8,0,3,7,3,4,0,4,9,0,3,9,3,7,9,6,8,8,2,2,1,3,8,4,5,9,8,3,3,4,6,2,3,8,3,5,2,6,7",2026-09-18 13:49:39
29/07/13 to 03/08/13,"2,5,9,6,1,1,3,7,4,5,6,5,1,2,4,5,2,6,0,8,2,5,8,9,8,9,0,7,8,2,6,0,7,7,0,4,7,1,6,0,3,6,8,7,0,2,3,5",2026-09-18 13:49:39
05/08/13 to 10/08/13,"1,7,8,6,4,1,4,9,5,7,8,0,8,1,8,9,5,8,9,2,1,1,3,7,1,3,9,3,0,2,8,0,4,5,8,7,8,2,8,8",2026-09-18 13:49:39
12/08/13 to 17/08/13,"4,5,7,6,8,2,2,4,2,5,9,6,4,1,5,8,2,2,3,7,6,8,9,9,2,5,0,7,1,4,8,9,1,3,5,9,2,5,7,0",2026-09-18 13:49:39
19/08/13 to 24/08/13,"1,4,5,0,5,1,5,9,2,4,0,6,8,2,8,8,2,4,9,5,5,2,4,9,2,5,9,6,0,1,2,7,2,8,0,0,8,4,7,7,2,3,4,9,7,1,8,8",2026-09-18 13:49:39
26/08/13 to 31/08/13,"6,8,0,4,6,4,4,8,6,9,0,5,3,5,8,0,1,5,7,3,4,2,3,9,4,6,9,9,7,3,5,9,2,6,8,6,0,1,9,0,2,3,4,9,1,4,7,0",2026-09-18 13:49:39
02/09/13 to 08/09/13,"7,0,0,7,5,3,3,9,3,6,8,7,0,5,6,9,2,4,6,2,8,3,6,9,3,3,8,4,2,2,4,6,2,6,6,4,5,7,9,9,7,9,9,5,2,1,3,8",2026-09-18 13:49:39
09/09/13 to 13/09/13,"3,7,0,0,1,2,9,0,2,4,4,0,7,3,5,9,2,6,0,8,1,1,4,6,5,8,9,2,0,1,4,5,4,4,6,4,8,1,8,9",2026-09-18 13:49:39
16/09/13 to 21/09/13,"2,5,6,3,1,2,3,6,4,5,8,7,7,2,5,0,3,5,7,5,5,1,6,8,6,7,9,2,7,3,5,9,3,6,8,7,7,1,7,9,5,7,0,2,4,1,5,8",2026-09-18 13:49:39
23/09/13 to 28/09/13,"2,4,9,5,4,6,8,0,3,7,9,9,5,8,8,9,4,9,0,3,0,1,2,7,4,6,7,7,3,3,4,6,1,4,8,3,0,5,6,9,1,4,0,5,9,1,3,5",2026-09-18 13:49:39
30/09/13 to 05/09/13,"1,5,9,5,7,3,4,0,6,9,0,5,9,3,8,8,1,1,2,4,1,5,6,0,3,6,7,6,8,5,6,7,3,7,9,9,4,1,3,0,7,7,9,3,7,8,9,0",2026-09-18 13:49:39
07/10/10 to 12/10/13,"1,5,6,2,2,3,9,0,3,8,9,0,3,1,6,6,4,9,0,3,3,2,5,6,5,7,8,0,6,5,5,6,2,7,9,8,0,1,2,7,2,7,8,7,1,2,3,6",2026-09-18 13:49:39
14/10/13 to 19/10/13,"6,6,0,2,9,1,2,6,2,8,9,9,3,6,8,9,1,2,6,9,7,5,5,7,1,5,7,3,3,1,5,7,4,6,8,8,6,7,9,0,4,6,8,8,2,6,7,9",2026-09-18 13:49:39
21/10/13 to 26/10/13,"6,9,0,5,1,2,9,0,3,7,0,0,3,1,5,7,3,4,8,5,2,2,3,7,1,7,8,6,8,2,6,0,6,7,9,2,6,1,1,4,5,7,8,0,3,3,4,6",2026-09-18 13:49:39
28/10/13 to xx/xx/xx,"1,1,7,9,4,3,5,6,8,8,0,6,4,2,3,9,3,7,8,8,6,1,5,0,3,5,6,4,0,5,7,8",2026-09-18 13:49:39
11/11/13 to 16/11/13,"2,6,8,6,1,6,7,8,1,5,6,2,1,3,3,5,3,4,5,2,5,3,6,6,3,6,6,5,4,1,1,2,2,4,8,4,5,5,6,8,3,4,8,5,4,5,9,0",2026-09-18 13:49:39
18/11/13 to 23/11/13,"3,9,0,2,0,5,7,8,2,3,7,2,1,3,8,0,5,8,9,2,7,2,7,8,8,9,0,7,1,2,9,0,1,3,5,9,4,2,5,7,4,7,8,9,7,2,6,9",2026-09-18 13:49:39
25/11/13 to 30/11/13,"1,7,9,7,6,3,4,9,1,9,0,0,5,3,5,7,2,7,0,9,3,4,4,5,1,2,7,0,1,4,7,0,2,4,9,5,1,1,3,7,2,6,0,8,9,2,3,4",2026-09-18 13:49:39
02/12/13 to 07/12/13,"8,8,8,4,5,1,2,2,1,3,9,3,1,5,8,8,7,9,0,6,0,1,9,0,5,7,0,2,8,5,6,7,2,5,0,7,0,3,3,4,4,5,8,7,6,1,1,4",2026-09-18 13:49:39
09/12/13 to 14/12/13,"5,7,0,2,8,3,7,8,4,5,6,5,2,5,7,0,6,7,9,2,0,2,4,4,3,5,6,4,1,2,2,7,4,8,0,2,9,2,2,5,6,8,0,4,8,4,7,7",2026-09-18 13:49:39
16/12/13 to 21/12/13,"3,0,0,3,2,2,4,6,4,6,6,6,7,1,2,4,3,3,8,4,1,2,2,7,2,9,0,1,6,3,4,9,3,3,0,6,5,1,5,9,1,7,9,7,9,1,2,6",2026-09-18 13:49:39
24/12/13 to 29/12/13,"2,6,0,8,0,4,6,0,5,6,7,8,3,5,8,0,2,6,7,5,1,1,2,8,3,5,7,5,4,2,5,7,9,0,0,9,8,2,2,4,2,6,7,5,8,3,5,0",2026-09-18 13:49:39
30/12/13 to 04/01/14,"2,7,9,8,3,2,2,9,1,1,8,0,8,2,3,3,6,9,9,4,8,3,5,0,2,5,9,6,8,5,6,7,2,2,4,8,6,4,6,6,1,2,2,5,2,2,2,8",2026-09-18 13:49:39
06/01/14 to 11/01/14,"2,3,8,3,9,1,2,6,2,8,0,0,1,2,4,5,4,6,8,8,3,1,3,9,2,4,7,3,2,6,8,8,8,0,0,8,7,3,5,9,1,3,4,8,2,2,4,6",2026-09-18 13:49:39
13/01/14 to 18/01/14,"1,3,4,8,2,2,4,6,1,2,4,7,3,6,8,9,5,6,0,1,8,5,6,7,3,5,9,7,8,3,5,0,1,3,6,0,5,1,5,9",2026-09-18 13:49:39
20/01/14 to 25/01/14,"3,5,0,8,9,2,3,4,1,1,6,8,0,4,6,0,3,4,5,2,0,4,6,0,2,4,8,4,9,2,2,5,2,5,9,6,3,3,0,0,1,8,8,7,4,1,6,7",2026-09-18 13:49:39
27/01/14 to 01/02/14,"3,5,0,8,7,5,5,7,1,5,7,3,0,1,2,7,2,5,6,3,2,5,8,9,1,9,0,0,2,4,8,0,3,4,4,1,6,3,4,9,1,4,5,0,2,2,4,6",2026-09-18 13:49:39
03/02/14 to 08/02/14,"6,8,8,2,4,2,5,7,4,8,2,2,9,5,6,8,4,5,9,8,6,2,5,9,3,8,0,1,5,4,5,6,1,3,0,4,3,1,4,8,2,3,9,4,0,5,6,9",2026-09-18 13:49:39
10/02/14 to 15/02/14,"2,8,0,0,9,1,2,6,3,6,9,8,4,4,4,6,4,4,9,7,8,2,8,8,1,4,7,2,8,4,5,9,1,8,0,9,0,2,4,4,5,8,9,2,2,1,5,6",2026-09-18 13:49:39
17/02/14 to 22/02/14,"1,7,8,6,8,1,7,0,2,4,9,5,9,2,7,0,2,8,0,0,2,2,3,7,2,5,8,5,3,1,4,8,3,3,5,1,8,1,2,5,3,3,7,3,4,7,8,9",2026-09-18 13:49:39
24/02/14 to 01/03/14,"3,7,8,8,1,4,7,0,2,3,4,9,5,2,6,7,4,5,6,5,5,3,5,7,8,8,9,5,1,1,4,6,6,0,0,6,5,1,7,7,3,4,9,6,9,3,8,8",2026-09-18 13:49:39
03/03/14 to 08/03/14,"6,9,0,5,9,6,6,7,8,9,9,6,2,4,9,9,2,9,0,1,2,3,3,6,3,6,8,7,0,2,2,6,6,9,0,5,1,1,5,5,3,3,7,3,1,6,6,7",2026-09-18 13:49:39
09/03/14 to 15/03/14,"3,4,9,6,9,1,8,0,2,3,4,9,8,1,2,5,1,8,9,8,7,2,6,9,7,9,0,6,6,2,6,8,4,9,9,2,4,6,8,0,7,9,0,6,4,2,5,7",2026-09-18 13:49:39
17/03/14 to 22/03/14,"2,3,3,8,3,4,9,0,2,5,0,7,6,7,9,0,1,4,8,3,1,6,7,8,3,4,7,4,4,6,8,0,6,8,0,4,6,5,5,6",2026-09-18 13:49:39
24/03/14 to 29/03/14,"3,5,5,3,7,1,6,0,1,5,6,2,1,4,7,0,2,4,7,3,4,5,9,0",2026-09-18 13:49:39
31/03/14 to 05/04/14,"5,9,0,4,4,1,1,2,3,9,0,2,7,3,6,8,5,7,0,2,6,3,4,9,2,4,6,2,1,1,1,9,2,4,6,2,8,1,3,4,1,2,5,8,1,2,3,6",2026-09-18 13:49:39
07/04/14 to 12/04/14,"4,7,9,0,9,5,6,8,5,6,9,0,0,4,7,9,2,6,8,6,4,3,4,7,5,8,9,2,8,1,2,5,1,1,8,0,2,5,7,0,1,2,3,6,6,1,6,9",2026-09-18 13:49:39
14/04/14 to 19/04/14,"1,2,9,2,6,2,6,8,4,5,7,6,0,1,9,0,3,4,8,5,8,4,6,8,4,8,0,2,2,1,3,8,3,4,4,1,1,5,7,9,2,4,8,4,5,2,6,7",2026-09-18 13:49:39
21/04/14 to 26/04/14,"2,6,6,4,4,5,9,0,1,5,0,6,9,2,7,0,3,5,9,7,4,2,4,8,2,3,0,5,7,5,5,7,2,3,9,4,4,5,9,0,3,6,6,5,7,3,4,0",2026-09-18 13:49:39
28/04/14 to 03/05/14,"6,7,7,0,7,1,1,5,1,2,6,9,2,5,8,9,4,4,8,6,0,2,3,5,1,8,0,9,9,6,6,7,1,6,9,6,3,4,9,0,2,6,0,8,4,4,4,6",2026-09-18 13:49:39
05/05/14 to 10/05/14,"7,7,0,4,5,1,7,7,2,4,4,0,3,3,3,7,1,5,7,3,0,6,7,7,2,7,0,9,3,1,5,7,5,5,9,9,1,1,4,6,3,3,6,2,7,1,7,9",2026-09-18 13:49:39
12/05/14 to 17/05/14,"2,5,9,6,0,5,6,9,1,4,6,1,7,3,5,9,3,5,8,6,9,1,8,0,5,6,7,8,2,6,7,9,2,5,7,4,9,2,3,4,1,5,0,6,9,5,6,8",2026-09-18 13:49:39
19/05/14 to 24/05/14,"1,7,9,7,7,2,6,9,8,8,0,6,1,2,3,6,2,6,8,6,1,4,8,9,5,6,9,0,0,2,3,5,5,8,0,3,9,4,5,0,4,5,9,8,4,7,8,9",2026-09-18 13:49:39
26/05/14 to 30/06/14,"1,4,6,1,1,3,8,0,4,4,5,3,7,3,4,0,5,8,8,1,4,1,1,2,1,2,6,9,9,3,7,9,2,5,0,7,7,3,6,8,3,5,6,4,3,2,5,6",2026-09-18 13:49:39
02/06/14 to 07/06/14,"6,6,7,9,0,1,1,8,6,6,9,1,6,1,1,4,2,6,8,6,2,2,2,8,4,8,0,2,7,2,5,0,1,7,7,5,2,1,5,6,5,6,9,0,5,1,6,8",2026-09-18 13:49:39
09/06/14 to 14/06/14,"3,3,8,4,3,3,0,0,5,7,7,9,1,5,8,8,0,0,0,0,7,1,1,5,1,5,9,8,9,1,9,9,3,3,6,2,5,6,9,0,2,9,0,1,7,4,5,8",2026-09-18 13:49:39
16/06/14 to 21/06/14,"4,9,9,2,8,3,7,8,5,6,7,8,2,1,2,9,1,2,9,2,7,1,8,8,6,8,9,3,0,2,4,4,3,4,5,2,2,4,8,0,3,4,4,1,7,2,7,8",2026-09-18 13:49:39
23/06/14 to 28/06/14,"1,3,6,0,0,3,7,0,3,3,5,1,3,5,9,9,6,8,9,3,6,2,4,0,2,5,8,5,1,6,6,9,2,6,0,8,8,4,6,8,4,7,8,9,5,4,4,7",2026-09-18 13:49:39
30/06/14 to 05/07/14,"3,7,9,9,8,2,6,0,2,6,6,4,9,1,4,4,1,3,5,9,0,2,2,6,7,9,9,5,0,4,8,8,2,4,9,5,9,3,6,0,3,6,0,9,5,1,2,2",2026-09-18 13:49:39
07/07/14 to 12/07/14,"3,4,7,4,8,1,1,6,2,6,9,7,4,7,8,9,3,4,9,6,8,4,5,9,1,5,0,6,8,4,5,9,2,6,9,7,2,5,7,0,1,4,6,1,8,3,6,9",2026-09-18 13:49:39
14/07/14 to 19/07/14,"4,5,5,4,0,4,6,0,2,6,8,6,3,1,3,9,3,8,8,9,8,2,6,0,3,4,5,2,1,2,4,5,1,6,9,6,5,1,4,0,1,3,9,3,7,3,6,8",2026-09-18 13:49:39
21/07/14 to 26/07/14,"5,8,0,3,7,2,7,8,3,3,7,3,5,1,7,7,3,5,8,6,2,6,6,0,1,1,2,4,6,3,4,9,1,3,7,1,5,1,5,9,2,5,9,6,5,3,3,9",2026-09-18 13:49:39
28/07/14 to 02/08/14,"2,6,6,4,9,9,0,0,1,4,9,4,8,4,6,8,2,4,5,1,2,1,3,8,2,3,3,8,1,4,8,9,5,7,8,0,8,4,6,8",2026-09-18 13:49:39
04/08/14 to 09/08/14,"1,2,4,7,3,5,8,0,2,4,0,6,2,4,9,9,2,2,5,9,7,1,1,5,4,8,9,1,4,1,6,7,1,4,9,4,2,4,8,0,3,3,8,4,2,2,5,5",2026-09-18 13:49:39
11/08/14 to 16/08/14,"1,8,8,7,1,1,2,8,4,5,5,4,9,1,3,5,6,8,0,4,6,8,8,0,2,3,7,2,9,1,3,5,2,4,0,6,9,1,1,7",2026-09-18 13:49:39
18/08/14 to 23/08/14,"4,5,0,9,0,6,7,7,2,4,8,4,4,3,4,7,1,6,7,4,9,1,1,7,6,8,9,3,1,4,8,9,3,7,8,8,6,1,7,8,5,7,9,1,5,3,4,8",2026-09-18 13:49:39
25/08/14 to 30/08/14,"5,6,8,9,3,5,8,0,1,3,5,9,7,1,6,0,2,2,3,7,9,1,3,5,4,8,8,0,6,2,6,8,1,5,7,3,5,2,4,9,5,6,9,0,9,1,4,4",2026-09-18 13:49:39
01/09/14 to 06/09/14,"4,6,0,0,6,2,5,9,5,6,8,9,1,2,4,5,3,7,9,9,0,1,9,0,3,8,8,9,6,3,5,8,5,7,7,9,0,3,8,9,3,6,8,7,2,6,7,9",2026-09-18 13:49:39
08/09/14 to 13/09/14,"2,6,7,5,9,3,8,8,2,3,6,1,2,6,7,9,4,6,8,8,0,2,4,4,4,5,7,6,7,3,5,9,3,3,4,0,8,3,5,0,8,9,0,7,8,2,6,0",2026-09-18 13:49:39
15/09/14 to 20/09/14,"1,9,0,0,5,3,3,9,1,1,6,8,5,6,9,0,5,5,8,8,1,1,2,8,6,9,9,4,9,2,8,9,1,5,9,5,3,2,5,6,3,6,9,8,2,3,4,5",2026-09-18 13:49:39
22/09/14 to 27/09/14,"7,7,0,4,3,3,4,6,1,3,6,0,8,1,1,6,4,7,9,0,7,4,5,8,4,5,7,6,9,2,8,9,4,6,7,7,5,7,9,9,1,5,5,1,5,8,8,9",2026-09-18 13:49:39
29/09/14 to 04/10/14,"3,5,8,6,6,3,4,9,3,4,5,2,5,2,6,7,5,7,8,0,6,1,1,4,1,6,6,3,4,1,4,9,2,7,0,9,8,4,6,8,2,7,0,9,3,6,7,0",2026-09-18 13:49:39
06/10/14 to 11/10/14,"6,6,6,8,1,5,7,9,7,8,9,4,6,1,5,0,1,5,7,3,7,1,2,4,3,4,7,4,4,1,5,8,1,5,0,6,7,1,7,9,3,5,7,5,0,5,7,8",2026-09-18 13:49:39
13/10/14 to 18/10/14,"4,7,9,0,7,3,4,0,5,6,0,1,3,1,4,8,8,0,0,8,9,1,3,5,1,3,8,2,8,1,3,4,1,3,6,0,4,1,6,7,2,4,9,5,3,6,7,0",2026-09-18 13:49:39
27/10/14 to 01/11/14,"3,7,9,9,1,6,6,9,6,7,9,2,4,1,4,9,3,8,8,9,2,2,2,8,2,2,4,8,2,1,4,7,4,7,7,8,6,3,4,9",2026-09-18 13:49:39
03/11/14 to 08/11/14,"1,3,7,1,6,3,5,8,5,7,9,1,6,1,6,9,4,7,8,9,3,1,5,7,1,5,7,3,7,4,6,7,1,4,8,3,8,3,7,8,3,5,7,5,6,6,0,0",2026-09-18 13:49:39
10/11/14 to 15/11/14,"2,8,9,9,1,1,2,8,4,7,7,8,3,4,4,5,6,8,0,4,6,1,7,8,1,1,3,5,5,7,9,9,5,5,9,9,3,1,6,6,4,6,8,8,6,8,8,0",2026-09-18 13:49:39
17/11/14 to 22/11/14,"1,4,7,2,2,2,4,6,2,5,0,7,1,4,7,0,2,2,6,0,1,1,4,6,1,5,9,5,2,2,0,0,1,1,3,5,2,5,7,0,1,6,9,6,0,3,7,0",2026-09-18 13:49:39
24/11/14 to 29/11/14,"1,4,5,0,5,2,3,0,8,9,0,7,3,1,5,7,3,6,8,7,4,4,0,0,5,8,0,3,8,1,1,6,5,8,0,3,4,4,4,6,1,7,9,7,3,1,4,8",2026-09-18 13:49:39
01/12/14 to 06/12/14,"5,8,8,1,2,6,8,8,5,7,0,2,2,6,6,0,1,3,8,2,9,5,6,8,3,5,7,5,8,2,6,0,3,6,6,5,2,2,2,8,4,5,0,9,0,1,1,8",2026-09-18 13:49:39
08/12/14 to 13/12/14,"2,3,4,9,9,1,3,5,6,7,0,3,5,1,5,9,1,2,9,2,7,7,0,0,3,9,0,2,2,1,5,6,4,7,0,1,6,2,4,0,3,3,6,2,3,3,3,7",2026-09-18 13:49:39
15/12/14 to 20/01/15,"7,8,0,5,5,1,7,7,6,0,0,6,6,3,4,9,4,8,9,1,0,2,4,4,1,2,6,9,3,2,3,8,2,8,9,9,5,1,5,9,1,3,8,2,7,3,5,9",2026-09-18 13:49:39
22/12/14 to 27/12/14,"1,5,8,4,7,2,2,3,1,2,4,7,2,2,5,5,7,8,0,5,8,4,7,7,6,8,0,4,1,1,0,0,6,7,8,1,2,2,2,8,1,5,7,3,5,1,4,0",2026-09-18 13:49:39
29/12/14 to 01/01/15,"1,2,7,0,4,3,5,6,1,3,7,1,0,1,2,7,7,8,0,5,8,9,9,0,6,8,9,3,7,2,6,9,1,4,9,4,1,1,3,7,1,8,9,8,3,2,4,7",2026-09-18 13:49:39
05/01/15 to 10/01/15,"2,6,7,5,4,3,4,7,2,3,7,2,2,3,4,5,7,7,0,4,1,5,6,0,1,2,7,0,6,3,5,8,1,4,9,4,4,2,5,7,4,5,0,9,6,3,6,7",2026-09-18 13:49:39
12/01/15 to 17/01/15,"4,7,9,0,9,2,8,9,4,6,0,0,6,2,4,0,6,0,0,6,8,2,2,4,3,5,9,7,8,3,7,8,5,6,6,7,8,4,6,8",2026-09-18 13:49:39
19/01/15 to 24/01/15,"6,8,9,3,3,2,5,6,2,6,8,6,6,7,9,0,3,3,0,6,4,6,9,9,1,4,8,3,4,5,9,0,1,1,4,6,2,2,0,0,9,0,0,9,3,2,5,6",2026-09-18 13:49:39
26/01/15 to 31/01/15,"1,4,5,0,7,2,2,3,1,2,7,0,4,1,5,8,5,6,7,8,4,1,6,7,5,6,8,9,2,3,9,0,2,4,6,2,9,1,2,6",2026-09-18 13:49:39
02/02/15 to 07/02/15,"5,5,9,9,0,1,4,5,7,8,8,3,6,2,5,9,1,6,0,7,6,7,9,0,2,2,6,0,9,1,3,5,1,2,8,1,3,1,3,9,2,7,9,8,1,1,2,8",2026-09-18 13:49:39
